序号	段序号	段文本前20字	段内图数	锚形态	显示宽cm	显示高cm	像素宽	像素高	150dpi自然宽cm	媒体文件	①版心超限	②并排超限	③放大超限	④过小过目
60	383	(空段)	1	inline	5.80	4.60	344	273	5.82	image206.png	0	0	0	0
61	394	且四面体外接球最大是正方体的内切球，所以	1	inline	5.89	4.89	1177	986	19.93	image207.png	0	0	0	0
62	402	其面积为4，这样的截面共有3个（其特点是	1	inline	8.60	3.35	3988	1743	67.52	image208.png	0	0	0	0
63	406	(空段)	1	inline	4.40	4.16	260	246	4.40	image209.png	0	0	0	1
64	413	(空段)	1	inline	6.48	6.41	383	378	6.48	image210.png	0	0	0	0
65	423	(空段)	1	inline	3.60	3.60	172	172	2.91	image190.png	0	0	1	1
66	425	(空段)	1	inline	8.60	3.13	1889	688	31.98	image191.png	0	0	0	0
67	433	1.2.5-7．秒杀公式(万能公式)：r	1	inline	0.45	0.74	40	65	0.68	image196.png	0	0	0	1
68	435	(空段)	1	inline	8.60	2.69	1895	592	32.09	image197.png	0	0	0	0
69	444	(空段)	1	inline	6.03	3.02	356	178	6.03	image211.png	0	0	0	0
70	447	(空段)	1	inline	5.53	5.71	403	416	6.82	image212.png	0	0	0	0
71	455	(空段)	1	inline	8.55	7.54	505	446	8.55	image213.png	0	0	0	0
72	457	(空段)	1	inline	6.32	6.09	375	361	6.35	image214.png	0	0	0	0
73	468	(空段)	1	inline	8.60	6.79	874	693	14.80	image215.png	0	0	0	0
74	476	(空段)	1	inline	6.21	6.58	839	888	14.21	image216.png	0	0	0	0
75	487	(空段)	1	inline	7.24	7.24	430	432	7.28	image217.png	0	0	0	0
76	497	(空段)	1	inline	4.75	5.39	642	732	10.87	image218.png	0	0	0	1
77	508	(空段)	1	inline	8.60	7.70	1101	988	18.64	image219.png	0	0	0	0
78	524	(空段)	1	inline	6.47	6.19	1345	1293	22.77	image220.png	0	0	0	0
79	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	0.29	0.29	12	13	0.20	image221.png	0	0	1	1
80	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	2.70	1.11	116	48	1.96	image222.png	0	0	1	1
81	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	0.32	0.32	15	13	0.25	image223.png	0	0	1	1
82	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	4.89	0.69	289	41	4.89	image224.png	0	0	0	1
83	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	0.87	0.45	37	19	0.63	image225.png	0	0	1	1
84	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	0.32	0.32	15	13	0.25	image223.png	0	0	1	1
85	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	0.58	0.95	25	41	0.42	image226.png	0	0	1	1
86	531	【详解】设圆锥的高为，底面半径为，则当球	8	inline	0.61	0.45	27	19	0.46	image227.png	0	0	1	1
87	532	(空段)	1	inline	3.25	4.29	124	162	2.10	image228.png	0	0	1	1
88	541	(空段)	1	inline	8.60	7.99	927	860	15.70	image229.png	0	0	0	0
89	550	(空段)	1	inline	8.43	8.23	498	487	8.43	image230.png	0	0	0	0
90	558	(空段)	1	inline	5.81	5.49	343	324	5.81	image231.png	0	0	0	0
91	569	1.2.5.19.14-45．（中档·保	3	inline	0.58	0.40	25	17	0.42	image232.png	0	0	1	1
92	569	1.2.5.19.14-45．（中档·保	3	inline	0.53	0.37	23	16	0.39	image233.png	0	0	1	1
93	569	1.2.5.19.14-45．（中档·保	3	inline	0.64	0.45	27	19	0.46	image234.png	0	0	1	1
94	570	A．；B．；C．；D．	1	inline	0.90	1.03	39	45	0.66	image235.png	0	0	1	1
95	573	【详解】三棱锥展开后为一等边三角形，设边	6	inline	0.32	0.34	13	15	0.22	image236.png	0	0	1	1
96	573	【详解】三棱锥展开后为一等边三角形，设边	6	inline	1.32	0.53	57	23	0.97	image237.png	0	0	1	1
97	573	【详解】三棱锥展开后为一等边三角形，设边	6	inline	0.74	0.56	32	24	0.54	image238.png	0	0	1	1
98	573	【详解】三棱锥展开后为一等边三角形，设边	6	inline	0.29	0.29	12	13	0.20	image239.png	0	0	1	1
99	573	【详解】三棱锥展开后为一等边三角形，设边	6	inline	4.47	0.95	192	41	3.25	image240.png	0	0	1	1
100	573	【详解】三棱锥展开后为一等边三角形，设边	6	inline	2.12	1.03	91	45	1.54	image241.png	0	0	1	1
101	582	(空段)	1	inline	4.17	6.44	867	1334	14.68	image242.png	0	0	0	1
102	591	(空段)	1	inline	8.60	7.55	1042	927	17.64	image243.png	0	0	0	0
103	594	(空段)	1	inline	8.53	9.00	963	1031	16.31	image244.png	0	0	0	0
104	599	1.2.5.19.17-48．（难·冲1	5	inline	0.29	0.42	12	19	0.20	image245.png	0	0	1	1
105	599	1.2.5.19.17-48．（难·冲1	5	inline	0.29	0.42	12	19	0.20	image245.png	0	0	1	1
106	599	1.2.5.19.17-48．（难·冲1	5	inline	0.32	0.34	13	15	0.22	image236.png	0	0	1	1
107	599	1.2.5.19.17-48．（难·冲1	5	inline	0.32	0.34	13	15	0.22	image236.png	0	0	1	1
108	599	1.2.5.19.17-48．（难·冲1	5	inline	0.32	0.34	13	15	0.22	image236.png	0	0	1	1
109	600	A．；B．；C．；D．	3	inline	0.21	0.40	9	17	0.15	image246.png	0	0	1	1
110	600	A．；B．；C．；D．	3	inline	0.58	0.53	25	23	0.42	image247.png	0	0	1	1
111	600	A．；B．；C．；D．	3	inline	0.32	0.40	13	17	0.22	image248.png	0	0	1	1
112	605	(空段)	1	inline	7.96	7.85	645	636	10.92	image249.png	0	0	0	0
113	606	由已知AB＝SA＝SB＝所以三角形SAB	1	inline	0.29	0.42	12	19	0.20	image245.png	0	0	1	1
114	607	(空段)	1	inline	8.60	7.87	777	712	13.16	image250.png	0	0	0	0
115	610	故正四面体的外接球即为截得它的正方体的外	2	inline	1.14	0.53	49	23	0.83	image251.png	0	0	1	1
116	610	故正四面体的外接球即为截得它的正方体的外	2	inline	0.58	0.53	25	23	0.42	image247.png	0	0	1	1
117	621	(空段)	1	inline	5.67	6.23	335	369	5.67	image252.png	0	0	0	0
118	628	(空段)	1	inline	8.60	6.99	1807	1464	30.60	image253.png	0	0	0	0
119	633	(空段)	1	inline	8.60	7.19	1526	1276	25.84	image254.png	0	0	0	0
120	637	(空段)	1	inline	8.60	7.06	1851	1520	31.34	image255.png	0	0	0	0
121	646	连接BO，则BO＝OP，在Rt△BDP中	1	inline	6.87	5.22	406	308	6.87	image256.png	0	0	0	0
122	653	(空段)	1	inline	4.42	3.60	261	212	4.42	image258.png	0	0	0	1
123	654	(空段)	1	inline	7.34	6.09	456	378	7.72	image257.png	0	0	0	0
124	674	(空段)	1	inline	6.01	5.48	355	324	6.01	image259.png	0	0	0	0
125	694	(空段)	1	inline	6.14	6.27	431	440	7.30	image263.png	0	0	0	0
126	696	(空段)	1	inline	5.23	4.62	395	348	6.69	image264.png	0	0	0	0
127	708	(空段)	1	inline	6.20	5.39	366	319	6.20	image265.png	0	0	0	0
128	720	(空段)	1	inline	7.13	6.99	421	412	7.13	image266.png	0	0	0	0
129	722	(空段)	1	inline	6.70	5.43	398	323	6.74	image267.png	0	0	0	0
130	738	(空段)	1	inline	6.76	7.07	399	417	6.76	image268.png	0	0	0	0
131	740	(空段)	1	inline	6.93	4.98	449	323	7.60	image269.png	0	0	0	0
132	749	(空段)	1	inline	6.37	6.69	1135	1192	19.22	image270.png	0	0	0	0
133	754	(空段)	1	inline	8.60	9.00	1135	1192	19.22	image271.png	0	0	0	0
134	756	(空段)	1	inline	8.60	7.51	1123	982	19.01	image272.png	0	0	0	0
135	769	【步骤2 建立坐标】	1	inline	6.37	6.69	1135	1192	19.22	image270.png	0	0	0	0
136	771	【步骤3 求面距周长】	1	inline	8.60	7.13	1270	1059	21.50	image273.png	0	0	0	0
137	783	(空段)	1	inline	6.08	5.91	359	348	6.08	image_dz6_fig1.png	0	0	0	0
138	801	(空段)	1	inline	4.69	6.16	277	364	4.69	image278.png	0	0	0	1
139	808	(空段)	1	inline	6.50	3.61	474	264	8.03	image279.png	0	0	0	0
140	810	(空段)	1	inline	7.75	9.00	1436	1683	24.31	image280.png	0	0	0	0
141	816	(空段)	1	inline	7.34	9.00	1276	1563	21.61	image281.png	0	0	0	0
142	831	(空段)	1	inline	8.60	6.78	1850	1458	31.32	image284.png	0	0	0	0
143	840	(空段)	1	inline	5.10	4.58	358	321	6.06	image285.png	0	0	0	0
144	849	(空段)	1	inline	5.26	4.15	369	291	6.25	image286.png	0	0	0	0
145	858	(空段)	1	inline	5.26	3.77	355	254	6.01	image288.jpg	0	0	0	0
146	859	(空段)	1	inline	5.24	5.07	382	474	6.47	image287.png	0	0	0	0
147	863	(空段)	1	inline	7.26	9.00	2995	3707	50.71	image289.png	0	0	0	0
148	874	(空段)	1	inline	4.77	4.35	282	257	4.77	image290.png	0	0	0	1
149	880	(空段)	1	inline	6.18	5.49	1018	905	17.24	image291.png	0	0	0	0
150	890	(空段)	1	inline	7.15	5.82	422	344	7.15	image292.png	0	0	0	0
151	897	(空段)	1	inline	8.60	3.95	514	237	8.70	image293.png	0	0	0	0
152	910	(空段)	1	inline	8.60	3.57	3725	1548	63.07	image294.png	0	0	0	0
153	914	(空段)	1	inline	8.60	5.53	793	511	13.43	image295.png	0	0	0	0
154	918	(空段)	1	inline	6.27	5.71	440	401	7.45	image296.png	0	0	0	0
155	929	(空段)	1	inline	6.27	5.73	474	433	8.03	image301.png	0	0	0	0
156	958	(空段)	1	inline	4.66	2.71	275	160	4.66	image303.png	0	0	0	1
157	970	(空段)	1	inline	8.60	5.90	1117	768	18.91	image304.png	0	0	0	0
158	983	(空段)	1	inline	3.96	2.87	234	170	3.96	image305.png	0	0	0	1
159	994	(空段)	1	inline	5.86	3.71	346	219	5.86	image306.png	0	0	0	0
160	1017	(空段)	1	inline	8.60	8.60	803	803	13.60	image307.png	0	0	0	0
161	1032	(空段)	1	inline	4.55	4.19	269	308	4.55	image308.png	0	0	0	1
162	1036	(空段)	1	inline	8.60	8.70	1388	1406	23.50	image309.png	0	0	0	0
163	1041	(空段)	1	inline	8.60	8.51	1723	1714	29.17	image310.png	0	0	0	0
164	1047	(空段)	1	inline	3.44	4.39	203	259	3.44	image311.png	0	0	0	1
165	1053	(空段)	1	inline	4.69	5.85	277	346	4.69	image312.png	0	0	0	1
166	1067	(空段)	1	inline	4.39	6.75	259	398	4.39	image313.png	0	0	0	1
167	1073	(空段)	1	inline	5.13	7.03	303	416	5.13	image314.png	0	0	0	0
168	1094	(空段)	1	inline	7.03	4.81	415	284	7.03	image315.png	0	0	0	0
169	1107	(空段)	1	inline	8.60	5.89	1218	837	20.62	image316.png	0	0	0	0
170	1123	(空段)	1	inline	4.96	5.22	293	349	4.96	image318.png	0	0	0	1
171	1137	(空段)	1	inline	3.86	4.27	228	262	3.86	image319.png	0	0	0	1
172	1146	(空段)	1	inline	8.60	2.56	3401	1013	57.59	image320.png	0	0	0	0
