序号	段序号	段文本前20字	段内图数	锚形态	显示宽cm	显示高cm	像素宽	像素高	150dpi自然宽cm	媒体文件	①版心超限	②并排超限	③放大超限	④过小过目
92	499	【详解】三棱锥展开后为一等边三角形，设边	6	inline	4.47	0.95	192	41	3.25	image240.png	0	0	1	1
93	499	【详解】三棱锥展开后为一等边三角形，设边	6	inline	2.12	1.03	91	45	1.54	image241.png	0	0	1	1
94	509	(空段)	1	inline	4.17	6.44	867	1334	14.68	image242.png	0	0	0	1
95	517	(空段)	1	inline	17.64	15.48	1042	927	17.64	image243.png	0	0	0	0
96	520	(空段)	1	inline	16.31	17.20	963	1031	16.31	image244.png	0	0	0	0
97	525	109．（难·冲100%·卡壳看答案）已	5	inline	0.29	0.42	12	19	0.20	image245.png	0	0	1	1
98	525	109．（难·冲100%·卡壳看答案）已	5	inline	0.29	0.42	12	19	0.20	image245.png	0	0	1	1
99	525	109．（难·冲100%·卡壳看答案）已	5	inline	0.32	0.34	13	15	0.22	image236.png	0	0	1	1
100	525	109．（难·冲100%·卡壳看答案）已	5	inline	0.32	0.34	13	15	0.22	image236.png	0	0	1	1
101	525	109．（难·冲100%·卡壳看答案）已	5	inline	0.32	0.34	13	15	0.22	image236.png	0	0	1	1
102	526	A．；B．；C．；D．	3	inline	0.21	0.40	9	17	0.15	image246.png	0	0	1	1
103	526	A．；B．；C．；D．	3	inline	0.58	0.53	25	23	0.42	image247.png	0	0	1	1
104	526	A．；B．；C．；D．	3	inline	0.32	0.40	13	17	0.22	image248.png	0	0	1	1
105	531	(空段)	1	inline	7.96	7.85	645	636	10.92	image249.png	0	0	0	0
106	532	由已知AB＝SA＝SB＝所以三角形SAB	1	inline	0.29	0.42	12	19	0.20	image245.png	0	0	1	1
107	533	(空段)	1	inline	13.16	12.05	777	712	13.16	image250.png	0	0	0	0
108	536	故正四面体的外接球即为截得它的正方体的外	2	inline	1.14	0.53	49	23	0.83	image251.png	0	0	1	1
109	536	故正四面体的外接球即为截得它的正方体的外	2	inline	0.58	0.53	25	23	0.42	image247.png	0	0	1	1
110	547	(空段)	1	inline	5.67	6.23	335	369	5.67	image252.png	0	0	0	0
111	554	(空段)	1	inline	9.99	8.12	1807	1464	30.60	image253.png	0	0	0	0
112	559	(空段)	1	inline	8.70	7.28	1526	1276	25.84	image254.png	0	0	0	0
113	561	(空段)	1	inline	10.23	8.40	1851	1520	31.34	image255.png	0	0	0	0
114	572	连接BO，则BO＝OP，在Rt△BDP中	1	inline	6.87	5.22	406	308	6.87	image256.png	0	0	0	0
115	579	(空段)	1	inline	4.42	3.60	261	212	4.42	image258.png	0	0	0	1
116	580	(空段)	1	inline	7.34	6.09	456	378	7.72	image257.png	0	0	0	0
117	600	(空段)	1	inline	6.01	5.48	355	324	6.01	image259.png	0	0	0	0
118	620	(空段)	1	inline	6.14	6.27	431	440	7.30	image263.png	0	0	0	0
119	622	(空段)	1	inline	5.23	4.62	395	348	6.69	image264.png	0	0	0	0
120	634	(空段)	1	inline	6.20	5.39	366	319	6.20	image265.png	0	0	0	0
121	646	(空段)	1	inline	7.13	6.99	421	412	7.13	image266.png	0	0	0	0
122	648	(空段)	1	inline	6.70	5.43	398	323	6.74	image267.png	0	0	0	0
123	664	(空段)	1	inline	6.76	7.07	399	417	6.76	image268.png	0	0	0	0
124	666	(空段)	1	inline	6.93	4.98	449	323	7.60	image269.png	0	0	0	0
125	675	(空段)	1	inline	6.37	6.69	1135	1192	19.22	image270.png	0	0	0	0
126	680	(空段)	1	inline	17.52	18.32	1135	1192	19.22	image271.png	0	0	0	0
127	682	(空段)	1	inline	16.65	14.53	1123	982	19.01	image272.png	0	0	0	0
128	695	【步骤2 建立坐标】	1	inline	6.37	6.69	1135	1192	19.22	image270.png	0	0	0	0
129	697	【步骤3 求面距周长】	1	inline	10.69	8.87	1270	1059	21.50	image273.png	0	0	0	0
130	709	(空段)	1	inline	6.08	5.91	359	348	6.08	image_dz6_fig1.png	0	0	0	0
131	727	(空段)	1	inline	4.69	6.16	277	364	4.69	image278.png	0	0	0	1
132	734	(空段)	1	inline	6.50	3.61	474	264	8.03	image279.png	0	0	0	0
133	736	(空段)	1	inline	8.45	9.82	1436	1683	24.31	image280.png	0	0	0	0
134	742	(空段)	1	inline	9.84	12.06	1276	1563	21.61	image281.png	0	0	0	0
135	756	(空段)	1	inline	13.98	11.01	1850	1458	31.32	image284.png	0	0	0	0
136	766	(空段)	1	inline	5.10	4.58	358	321	6.06	image285.png	0	0	0	0
137	775	(空段)	1	inline	5.26	4.15	369	291	6.25	image286.png	0	0	0	0
138	784	(空段)	1	inline	5.26	3.77	355	254	6.01	image288.jpg	0	0	0	0
139	785	(空段)	1	inline	5.24	5.07	382	474	6.47	image287.png	0	0	0	0
140	789	(空段)	1	inline	18.00	22.31	2995	3707	50.71	image289.png	0	0	0	0
141	800	(空段)	1	inline	4.77	4.35	282	257	4.77	image290.png	0	0	0	1
142	806	(空段)	1	inline	6.18	5.49	1018	905	17.24	image291.png	0	0	0	0
143	816	(空段)	1	inline	7.15	5.82	422	344	7.15	image292.png	0	0	0	0
144	823	(空段)	1	inline	8.70	4.00	514	237	8.70	image293.png	0	0	0	0
145	836	(空段)	1	inline	18.00	7.47	3725	1548	63.07	image294.png	0	0	0	0
146	840	(空段)	1	inline	13.43	8.64	793	511	13.43	image295.png	0	0	0	0
147	844	(空段)	1	inline	6.27	5.71	440	401	7.45	image296.png	0	0	0	0
148	855	(空段)	1	inline	6.27	5.73	474	433	8.03	image301.png	0	0	0	0
149	884	(空段)	1	inline	4.66	2.71	275	160	4.66	image303.png	0	0	0	1
150	896	(空段)	1	inline	18.00	12.36	1117	768	18.91	image304.png	0	0	0	0
151	911	(空段)	1	inline	3.96	2.87	234	170	3.96	image305.png	0	0	0	1
152	920	(空段)	1	inline	5.86	3.71	346	219	5.86	image306.png	0	0	0	0
153	943	(空段)	1	inline	13.60	13.60	803	803	13.60	image307.png	0	0	0	0
154	958	(空段)	1	inline	4.55	4.19	269	308	4.55	image308.png	0	0	0	1
155	962	(空段)	1	inline	12.85	13.00	1388	1406	23.50	image309.png	0	0	0	0
156	967	(空段)	1	inline	18.00	17.82	1723	1714	29.17	image310.png	0	0	0	0
157	973	(空段)	1	inline	3.44	4.39	203	259	3.44	image311.png	0	0	0	1
158	979	(空段)	1	inline	4.69	5.85	277	346	4.69	image312.png	0	0	0	1
159	993	(空段)	1	inline	4.39	6.75	259	398	4.39	image313.png	0	0	0	1
160	996	(空段)	1	inline	5.13	7.03	303	416	5.13	image314.png	0	0	0	0
161	1020	(空段)	1	inline	7.03	4.81	415	284	7.03	image315.png	0	0	0	0
162	1033	(空段)	1	inline	16.71	11.44	1218	837	20.62	image316.png	0	0	0	0
163	1049	(空段)	1	inline	4.96	5.22	293	349	4.96	image318.png	0	0	0	1
164	1063	(空段)	1	inline	3.86	4.27	228	262	3.86	image319.png	0	0	0	1
165	1072	(空段)	1	inline	18.00	5.36	3401	1013	57.59	image320.png	0	0	0	0
